,best,1000,10000,100000,200000,300000,400000,500000,600000
ar,0.8021363867262074,0.6129881383079503,0.8122680826155902,0.8585367067865557,0.8827985908952476,0.8670768122581783,0.415682397105319,0.821345876715711,0.8016833453187883
es,0.9073606583629941,0.833208715901574,0.8857938280246969,0.9039411217859358,0.9476475579795299,0.9391669788608662,0.7199390848760132,0.9203757620789874,0.9073236031004367
eu,0.8600035727655867,0.7972272242565355,0.8479716741106144,0.8795681519257593,0.9183384111605383,0.9049842828670337,0.7257293877572895,0.8798769183047378,0.8595396782858309
fr,0.9055109938628287,0.8399226655677289,0.8580685635598825,0.9256288659390416,0.9473340399214388,0.9383502662808179,0.7205579933306184,0.9142762018306617,0.9050222932865236
hi,0.8246158312190723,0.8136251228115391,0.9262741040950624,0.9076376404032255,0.9128857804210555,0.8876108515921114,0.7218048310395376,0.8657927840403237,0.8247038346710398
pt,0.8907122034926577,0.8558453757763267,0.8887028139361357,0.9131745928900626,0.9409419705377357,0.9245167094001587,0.7380571424621355,0.9086009934422875,0.8914357518530708
ta,0.7240201525474833,0.7997880023511605,0.9095041204669436,0.8930606948315039,0.8769804450956878,0.8340513011436474,0.7330072872247053,0.7690525923332434,0.7263464679977111
ur,0.7703316230277586,0.6567044553944581,0.8678385571868099,0.8684093571466556,0.879039426469023,0.8512691192677524,0.5655771056031011,0.8073714935164141,0.7694981299834288
vi,0.8920170610931324,0.8357540764989171,0.903195769907987,0.8878226014672627,0.9348198537526379,0.9260546587113797,0.749657007521806,0.906297158112264,0.8907104191033149
code,0.26946345005456473,0.01917832307090764,0.27763258110005307,0.5886504051475562,0.5320010291602643,0.4592362210938805,0.33009373549242693,0.30786334677811983,0.28888458391303645
