,1000,10000,100000,200000,300000,400000,500000,600000
ar,0.42015968063872255,0.45748502994011975,0.5187624750499003,0.5215568862275449,0.5447105788423153,0.3277445109780439,0.5325349301397205,0.3373253493013972
bg,0.33912175648702597,0.38203592814371257,0.46986027944111775,0.356686626746507,0.49041916167664673,0.3323353293413174,0.5313373253493014,0.5197604790419161
de,0.36726546906187624,0.4239520958083832,0.5159680638722555,0.530938123752495,0.5608782435129741,0.34550898203592817,0.5882235528942116,0.6025948103792416
el,0.3467065868263473,0.36666666666666664,0.4688622754491018,0.3688622754491018,0.4788423153692615,0.33512974051896205,0.5201596806387225,0.4558882235528942
en,0.6157684630738522,0.7431137724550898,0.7886227544910179,0.8073852295409182,0.8191616766467066,0.43313373253493015,0.8317365269461078,0.8375249500998004
es,0.5069860279441117,0.6387225548902196,0.7109780439121757,0.7291417165668662,0.7678642714570858,0.36067864271457084,0.7327345309381238,0.7499001996007985
fr,0.49221556886227547,0.6411177644710578,0.7031936127744511,0.7059880239520958,0.755688622754491,0.3323353293413174,0.7530938123752495,0.7522954091816367
hi,0.3782435129740519,0.4562874251497006,0.35548902195608784,0.350499001996008,0.45768463073852295,0.3395209580838323,0.34790419161676644,0.3347305389221557
ru,0.3409181636726547,0.3872255489021956,0.4614770459081836,0.36167664670658684,0.5447105788423153,0.3441117764471058,0.5852295409181637,0.6
sw,0.3437125748502994,0.3810379241516966,0.4622754491017964,0.45189620758483035,0.5313373253493014,0.3331337325349301,0.5277445109780439,0.4908183632734531
th,0.3383233532934132,0.3506986027944112,0.39580838323353296,0.36087824351297404,0.39580838323353296,0.3277445109780439,0.38662674650698603,0.406187624750499
tr,0.36706586826347304,0.3774451097804391,0.42634730538922155,0.43972055888223555,0.4439121756487026,0.34231536926147704,0.4806387225548902,0.3852295409181637
ur,0.3650698602794411,0.35748502994011977,0.34331337325349304,0.34311377245508984,0.4169660678642715,0.3393213572854291,0.356686626746507,0.33512974051896205
vi,0.4662674650698603,0.5706586826347305,0.5017964071856288,0.4063872255489022,0.644311377245509,0.3281437125748503,0.6063872255489022,0.556686626746507
zh,0.4249500998003992,0.4315369261477046,0.5800399201596806,0.33632734530938124,0.5003992015968064,0.33013972055888224,0.49021956087824353,0.5542914171656687
