,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9633194795782648,0.9661320751001269,0.9588188451352324,0.9380567094524012,0.9053021652222252,0.8822937655645999,0.8865721904607833,0.8881285800645281,0.8797935735517365,0.8774987270475757,0.8820202193565935,0.8874272193528348,0.8937511051754817,0.8955137108403788,0.8993440212708649,0.8951426624381571,0.8923350034046243,0.8914340859401533,0.8731509278340303,0.8021492850215355,0.6873455184708436,0.5075922927269637,0.37729541814356843,0.1839956837596655,0.154405964188724
eu,0.9618015102770189,0.9644655819547315,0.9534743882740289,0.9310547880743199,0.9004907526098439,0.888726162324766,0.8923517376957312,0.893026903330781,0.8837648319448457,0.8819979339304584,0.8882518724982394,0.8933893140504878,0.9018503747248919,0.9047170363443342,0.907404078285951,0.9033716332663704,0.9001101329344033,0.9009525719823323,0.8948416757726069,0.8590820198325149,0.8321366880795212,0.8155972314220258,0.7585474514803494,0.719611558576317,0.7506073893280288
ur,0.8349472346833353,0.9238977640146995,0.9223854448772452,0.9049308981264014,0.8661475765024416,0.8469543345553004,0.8507164306850283,0.8535126147720603,0.8458713358698762,0.8436664798418618,0.8492464493587344,0.8559741692635401,0.8620707253752006,0.8651663509568506,0.8698950870688511,0.8650012046929596,0.8617687259089554,0.8594446862579732,0.8461367746699122,0.7950435596357784,0.7080822048009624,0.5398727351345424,0.3808563774046735,0.1806018728413535,0.1402023553256381
es,0.9475662782716257,0.965273371301394,0.9594792111297992,0.9485038382216877,0.9314028742468272,0.9220134424841812,0.9261901909942103,0.925809289564588,0.9198106881129869,0.9175639326430027,0.9207543043835013,0.9242018287018782,0.9287623109811962,0.9313166781180636,0.9337996442808055,0.9335419286944812,0.932197472789922,0.9333423337547773,0.9324505100086515,0.9230769032094086,0.9146348581486418,0.9129791163189451,0.9329501529495254,0.9405792359928143,0.9766155747404767
ta,0.9706374574566257,0.9674338754711658,0.9589150748524339,0.9349078614748874,0.8960196710038967,0.8723847391109603,0.8693495702504722,0.8690485963657186,0.8550693528819019,0.8509270808968714,0.8537289849992359,0.8569663457371549,0.8614002743026328,0.8623812599337652,0.8659167891400369,0.85934551622824,0.8518443603427075,0.8453936632221581,0.8192086573122088,0.754775668474691,0.6840198530210606,0.5300153689318341,0.35499602707048195,0.2332263667099986,0.17017211718424613
fr,0.9522612634203735,0.9650353652620899,0.9574860989667985,0.9461458731816572,0.926986086662998,0.9185339430056708,0.9225675423161546,0.9235099295043638,0.9182947606440862,0.9168720035994574,0.9201493276242976,0.9239574012522487,0.9273396626470971,0.9295954814316142,0.9319123269924958,0.9318402384157829,0.9309643481054277,0.9321357699031075,0.9313588764530047,0.9247853639591639,0.9179426535108715,0.9181469570282741,0.9365293599876506,0.9452505174475803,0.9820410715258562
vi,0.9748070831298987,0.9710006782648655,0.9624411332651375,0.9393525448609485,0.9063470214908311,0.892176441734288,0.9008749388293669,0.9033928608538521,0.8966168940250073,0.8957716903370907,0.9012830933836403,0.9076281217941701,0.9142884571548661,0.9175188790581266,0.9204149197396276,0.9195929128077025,0.9185509427923476,0.9197526991313698,0.9176726701247613,0.8917330209965356,0.8407348233238268,0.8143509416696465,0.8111757338563584,0.7522978856074349,0.7924175641735169
ar,0.7554885732477329,0.8905660316374401,0.8961742528855516,0.883671643139859,0.8408226644785014,0.8250076726070543,0.8254753617958277,0.8238660658728237,0.8214224241372208,0.8246356323299311,0.8343807348436322,0.848154191135484,0.8496147581511452,0.8556339436176141,0.861361992970188,0.8611429119407823,0.8596726696010586,0.8608582637912789,0.8568517226938276,0.8196962217751799,0.7457797562580621,0.6079415755701488,0.4216416897685253,0.2910660315728546,0.305491761205566
pt,0.9688171054634593,0.9720483379047563,0.9558266713688292,0.9378124233273791,0.9012732012745285,0.8893858136755161,0.8956211208204464,0.8957493914603742,0.8895345642059581,0.8906701903955757,0.8961675127984396,0.9039807142243735,0.9101601049012452,0.9143502460289453,0.9181951975282846,0.9184193685866885,0.9174485015676823,0.9182845736510722,0.9168017939116048,0.9003369908369222,0.8835449525306338,0.8760289069589092,0.906834583318868,0.9190902007027056,0.9650607529963927
code,0.06785293413546907,0.32829674870093156,0.41309720323472315,0.4267490551806707,0.4951071440786136,0.5252770799079945,0.5531573204689274,0.5678490025895401,0.5829735610125355,0.5762430989827908,0.5613450430342803,0.5561481208510171,0.5347986750595014,0.5278836497395941,0.5216304900220965,0.5148107592094812,0.5085976816939058,0.4986303511726741,0.4776757493089157,0.5050146355224185,0.5692912653857941,0.6496715026018457,0.7481313705283409,0.8347364499018132,0.9545144908968828
