,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9510614147803982,0.970395460464069,0.9678379823090987,0.9593772424077563,0.9420080757519391,0.9320434127854155,0.9313835849213936,0.9305046116687676,0.9249298747610674,0.9219244446244476,0.9263873653621905,0.930177746568923,0.932203734181018,0.9316986993961996,0.9309860636581322,0.9273612058142623,0.924542305556513,0.9225780789351321,0.911381133284407,0.8605346708733862,0.756972178799908,0.5977583760805104,0.4632864531742637,0.23173086259501427,0.10690503569226653
eu,0.9480513662985435,0.9702187491128422,0.964436924261656,0.9542095998176626,0.9382634175041906,0.9329234672069137,0.9313664341552238,0.9302493331665865,0.924744851332673,0.9222333441892905,0.9282108236536741,0.9330570400829081,0.9371014441354232,0.9373248738539799,0.9349247139863763,0.9309848162668839,0.9262376249155392,0.9243309906811791,0.9164176188571498,0.8889645016750476,0.858275859859112,0.8371001064766447,0.7835799439093029,0.7355464859281531,0.7174728097658781
ur,0.7887485424078612,0.9276351170318723,0.9347233995152362,0.9325991128448229,0.9129219387571721,0.9040524328345919,0.9029354924361881,0.9019175867402704,0.8954049798148136,0.8925818942353796,0.8978079631304793,0.9027342937525314,0.9040869393786247,0.9038541892219366,0.9028095345368,0.8972237184600204,0.8914762961135626,0.8869104405128762,0.8730001991920839,0.828047278310447,0.7456326352337538,0.5968437354388408,0.4764380094539001,0.369792914565706,0.13584308746499305
es,0.9300751757907461,0.9684765413699041,0.9674241340266463,0.9645679406768334,0.9539097852160313,0.9489882327912986,0.9495852853016219,0.9490165850450896,0.945727631880577,0.9439209853400629,0.947695919456297,0.9512300733627747,0.9537792415050644,0.9543099758399614,0.9540259337382319,0.9534177607581805,0.9521985117175064,0.952028342312302,0.9503316115846849,0.9386540888917474,0.9188012922326905,0.8885082480360169,0.8669880906016321,0.8657195874005292,0.8390689306424295
ta,0.962104518221186,0.9731865156702565,0.9687911238254243,0.958860672907783,0.9397854280985974,0.9297275656373504,0.926437151177832,0.923479153983319,0.9146162114019477,0.9097810861186791,0.9125806233545434,0.9148945905930527,0.9148905262972393,0.9132850677259747,0.9118969819970196,0.9045570455458016,0.8965127484524696,0.8888935246404729,0.8682264643486752,0.8210307542784866,0.7378641879238497,0.5915539151632581,0.4418961416999124,0.3623345085872912,0.1624976702573443
fr,0.9357707255160541,0.968808407128038,0.9673506775056039,0.9636316703246485,0.9532216043636158,0.948927002177072,0.9500019150230711,0.9505759288297447,0.9473659175942232,0.9460355789832725,0.9496777977118043,0.9531504418480528,0.9545956972530375,0.9547737362281405,0.9542911778848007,0.9535152373158023,0.9527368503278909,0.952427130541318,0.9508097972699131,0.9434495961901339,0.9215474252810911,0.9003629277908446,0.8916373687709778,0.892143240920989,0.8928764100424595
vi,0.9654934694677912,0.9743345184690304,0.9706408399541571,0.960051553133571,0.9438485370203319,0.9361431623453069,0.9351509862644689,0.9346613059304825,0.9302945453980928,0.9275212484497233,0.9327849760328244,0.9380223522139273,0.9411675935769883,0.9418072586609743,0.9417561314065537,0.9405981605713385,0.9396151213648954,0.9391636183015831,0.9362719607627978,0.9118031888916105,0.8590983697743914,0.8047725181164994,0.7416306635532088,0.606219519765523,0.6053711657940175
ar,0.6762140668803954,0.8958609055620063,0.912610764908936,0.9180171246377791,0.8965195892139346,0.8897901820514024,0.8858782971490602,0.8827818342643194,0.8775295704309652,0.8790833908616393,0.8875854918544187,0.896507987361849,0.8952737525197364,0.8963395474817406,0.895345244916144,0.8943084598234274,0.8937202935255407,0.8938776724735128,0.8883255286434841,0.8542366797401684,0.7833472551507699,0.6427975058528782,0.517810441628841,0.519521474220376,0.14147643476472804
pt,0.9579363127789224,0.9752959203256781,0.9665314337062159,0.9618059027207295,0.9442750889417915,0.9395396299574527,0.9391848341090961,0.93749831717458,0.934403892330462,0.9332117037210325,0.9388979032180225,0.9437826102779117,0.9459745163961409,0.9470542006872323,0.9476253585570502,0.9474378609803513,0.946406393608472,0.9464229895593261,0.9444130676825251,0.9277791225617339,0.902345247246584,0.8698211781406661,0.8416418779242425,0.8405196975101682,0.8103271256651124
code,0.007209635950530851,0.513570200923697,0.5740220565109833,0.626173798221218,0.661657477144575,0.6577202223842571,0.6643799008566087,0.6695331900170484,0.6840213335004235,0.679016970495618,0.668521849719736,0.6670292368628876,0.6482646807510175,0.6334616244455158,0.623481324591528,0.6151167601659884,0.6009127160202785,0.5904730963921937,0.5687946622035753,0.5755591302805155,0.5998283272069524,0.6176427294204984,0.6491812426975729,0.7053327356007555,0.7344489982500978
