,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9527873649663248,0.9631777828222338,0.9532824779827552,0.9101729741800125,0.8759663528646812,0.8421039670613412,0.8219637763680114,0.805660976743987,0.8022702529933058,0.8080495583882337,0.8125292591526864,0.8085982692471239,0.8096563210562187,0.8099214875658554,0.8141299305877139,0.8246381048016626,0.8246158312190723,0.8226772754483451,0.8241134870839987,0.8104342271244381,0.7601705818284588,0.6660532188393773,0.3319115962276005,0.2655838511117822,0.1313277031002731
eu,0.9529918076651227,0.9595210205685722,0.9430372811890392,0.9011012100852739,0.8668248975842378,0.8526443361139334,0.8381879653577141,0.8276133866060742,0.823703216654488,0.8318247029354865,0.837658121202422,0.8352989609671777,0.8387399677632114,0.8414169785178807,0.8487583869679968,0.8585780548205404,0.8600035727655867,0.8635177231478471,0.8545286502684281,0.8373277343094124,0.7536827617849112,0.7227844550044873,0.6988269598407509,0.6256462461258753,0.7035510221084655
ur,0.8081225939032268,0.9175281811268251,0.9098043526152099,0.857453613154783,0.8155148229365327,0.7846971934775824,0.7590455381509187,0.7397142539559687,0.7372313440491488,0.7454481739386265,0.7505714496584649,0.7479926491657404,0.7500079992044796,0.7547578278297249,0.7595884455215846,0.770343699672798,0.7703316230277586,0.7614112368441406,0.7637955311031003,0.7319678326760626,0.6684530295871902,0.6109470205954669,0.48591764946419347,0.3511652764291654,0.32334035508402
es,0.9360596678940214,0.9592267338492338,0.9483351144491523,0.9239802445985013,0.9059224960835853,0.8970899893203929,0.8868181140819139,0.8776994756002025,0.8756491534032188,0.8802854975776185,0.884556330175965,0.882897146241112,0.8849284392531814,0.8880634838677633,0.8955030183726194,0.9027633205861323,0.9073606583629941,0.9103889485358524,0.911564850217819,0.9003191087282577,0.8545454570388504,0.808429444954209,0.8059941585668067,0.7642306746401345,0.8617445455841659
ta,0.9635799554314801,0.9623935449254906,0.9495811874514989,0.8943995157224623,0.8532776512524226,0.8169272572044524,0.78683911890466,0.7675503919472961,0.7601463388382032,0.7624385373820297,0.7618098442560772,0.7495821562533672,0.7427193528748839,0.7354167744188022,0.7382704565052386,0.7431201059720778,0.7240201525474833,0.7185610523224195,0.6901890675160953,0.6574140565911852,0.6059480393863885,0.5448283156189639,0.4522722981119429,0.23619245244175507,0.19250035020593706
fr,0.9408317187699865,0.9599047384517662,0.9453711958760949,0.9238596044040983,0.9017698803473216,0.8948345102144041,0.8855839186557841,0.8763978453577489,0.8745300085157626,0.879191115800033,0.8833130837087313,0.8809316659697072,0.8838492868229321,0.8875162782466836,0.8940393717211448,0.90102771877267,0.9055109938628287,0.9094898552209122,0.9111521828994525,0.8978548701617254,0.8562528032869471,0.8148160819681337,0.817357702757461,0.7841100522503964,0.8849994942045725
vi,0.9689729247479505,0.9683463392601479,0.9496203436461621,0.910038107311935,0.8747797152266209,0.8620369788982571,0.8544738226142757,0.8466234802007715,0.8456050339831793,0.8519980149676826,0.8584919104656257,0.859833490781091,0.8651064315379363,0.8694295784883994,0.8752373028501249,0.8837809513878462,0.8920170610931324,0.8929796526372117,0.890323279704703,0.8645024470740813,0.7681615576786278,0.6663716987318279,0.5708896711919194,0.5341446023655552,0.5593699435286393
ar,0.6976536635960989,0.8747764544486443,0.8731919412954477,0.8234523253450234,0.7788401282041066,0.7605995544179996,0.7329742425763306,0.7216254724330264,0.7199118512409345,0.7349638981363252,0.7474438178134375,0.754050063234,0.7677718535600088,0.7823529205631484,0.7892113931563742,0.7965112572763666,0.8021363867262074,0.8058017655553442,0.8129806517623396,0.7894834681388271,0.7213265843437868,0.592109896193943,0.45104246906801315,0.34095141434913073,0.29961667625666705
pt,0.9613428367246255,0.9656758562377571,0.9448194215486123,0.9028324234215824,0.8733708678331022,0.862287208193052,0.8430749815661313,0.8357674699785916,0.8398063343638782,0.8481493160113196,0.854837630896611,0.8537809261897894,0.860170855334924,0.8658380500177817,0.876115298685219,0.8879739580911452,0.8907122034926577,0.8948076803312076,0.8968376327203094,0.8845558516669522,0.8409037198109578,0.7903751053643947,0.7774621276328025,0.7305284383030662,0.8459365279498663
code,0.037933011675124806,0.10160882620105584,0.15836191321508034,0.19234487160798852,0.214855750743635,0.18685538339977475,0.20758674484516035,0.21865564950953137,0.22217379751383676,0.2153714036578995,0.19085773071609738,0.2001979973605571,0.20602111694707556,0.21606310106266804,0.23149583915442284,0.2492359946090586,0.26946345005456473,0.2925490642556963,0.3024490322448453,0.3290064633985324,0.36911317785305126,0.4062321998104704,0.500290110107283,0.5331928394030803,0.6899611298833636
