,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9578125008084604,0.9681894562827806,0.9634044250227333,0.9507665527168502,0.932535391647233,0.9206938550359491,0.920729685885573,0.9240175885137513,0.9181072781006676,0.9137935658305221,0.9165983733688389,0.9204959659146323,0.9248338049123503,0.9247524704139577,0.9261143261150222,0.9221374346406804,0.9182068368321971,0.9170878272097447,0.9035133951765502,0.8458938725988792,0.7344377196485578,0.5681945252556995,0.4598463787619803,0.25735643127329544,0.22098994023663254
eu,0.9562585284446506,0.9676083395021852,0.9574977183976947,0.9420082662340872,0.9237808218848995,0.918659099706717,0.9193290087325283,0.922218336329405,0.9162847495135464,0.9121337357492137,0.9166495740167309,0.9215896019427674,0.9280531219578056,0.9289443998161004,0.9295058655501811,0.9259618020829334,0.921628725138419,0.9210790331455228,0.9130133759456492,0.8760095587743608,0.8418159368464257,0.8179215866503511,0.7290278990417078,0.6370434864020889,0.6672586500604949
ur,0.8056435016692689,0.9228620525425054,0.9263401936147125,0.9182113343534417,0.8975374667472955,0.8871068487552087,0.887092443011393,0.8908831753289287,0.8845974308034521,0.8807328334747013,0.8843600166627108,0.8901871847550171,0.8949376432239003,0.8957896989767768,0.8980228236038145,0.8935993976406698,0.889113578083135,0.886941337849571,0.8736081201228534,0.8245263265468816,0.742454688416069,0.6029102255704334,0.4955832135274086,0.31584946505193656,0.23802420453167908
es,0.9405400844908671,0.9665319069215192,0.9623336214144418,0.9540857638737698,0.9435275773486155,0.9391434592005213,0.9423646051197632,0.9441814246498952,0.9399897780631098,0.9366741219693107,0.9392345795039534,0.94257871753004,0.9461000036274524,0.9470533344092867,0.9481952863285861,0.9471169007955553,0.9451331445710555,0.945247770815294,0.9428659381404455,0.9290580659640845,0.9136035016317462,0.9056073607940411,0.9191105381150527,0.9253654366556611,0.9750823317092719
ta,0.9673095128573257,0.9705337499969026,0.9636399057411257,0.9474432170877838,0.9263551144245319,0.9128843406016324,0.9087183696178193,0.9095706304054786,0.9003823861365025,0.8942433839427253,0.8952776666928448,0.8978706866329914,0.9011030542794269,0.9007502001555362,0.9014172861476425,0.8959956142962852,0.8879577059070649,0.8810385794370342,0.8569270574379189,0.801416395877839,0.724288897647893,0.5874117055146608,0.41128839089712027,0.2892358093085558,0.13156025641275146
fr,0.9454222153314098,0.9669094839647115,0.9612318760339215,0.9527266915212221,0.9408958047506217,0.9370847967802566,0.9404331626250289,0.9433993832121761,0.9397291315364414,0.9373515110989021,0.9400913249632346,0.9434400837002848,0.9461227254423951,0.9467415844141287,0.9477510593022185,0.9467791265121901,0.9452577371232581,0.9454394665625782,0.9430296141698334,0.9320221241449445,0.9138344789362125,0.9057613138378526,0.920489156814596,0.9286750040528441,0.9819845049358448
vi,0.9713026791138473,0.9724206712531159,0.9659601937098955,0.9486797554549136,0.92899960023968,0.9212014767574169,0.9234316918299494,0.9274715048734921,0.9227347266394506,0.9191948443175372,0.9231962938782915,0.9286167762672173,0.9338022321566936,0.9350679420161488,0.9366168114020346,0.9353459956843568,0.9334973726778093,0.9337231400061566,0.9292896835610317,0.9029726260507318,0.8491683749765211,0.8154893674149855,0.797102500994338,0.7682175157404014,0.872723416864578
ar,0.7187685092385193,0.8900260972637347,0.8999546372247956,0.8948795749963846,0.8719408815949962,0.8631080823034483,0.8639511424095836,0.8663593818404123,0.8624372822347869,0.8632516927811262,0.8710454946254012,0.882219080225491,0.8841607514015735,0.8872193547218967,0.8902033754968353,0.8889904290764022,0.887610206519994,0.8879999279715626,0.8800824370594932,0.8415074609141799,0.7790773666679635,0.6638816616435134,0.5621289578145839,0.44238488806422116,0.4492192554484208
pt,0.9644553609035169,0.9736546454165468,0.9603642199993976,0.9488153867032392,0.928105738374703,0.9211250213355899,0.9252880611585294,0.9270412870428688,0.9232836828772686,0.9215909387802212,0.9263346823512433,0.9319097175923495,0.9365768761623859,0.9382402103092904,0.9406290691553173,0.9399955384290472,0.9382139335814756,0.9383914605811701,0.9353948288637616,0.9150232258591945,0.8908370480466368,0.8766335432900814,0.8874584426820598,0.8966072888212369,0.9614036487863881
code,0.03372767764756793,0.3883056615472678,0.48735841247281836,0.539669262515434,0.57157719193099,0.6058808377282127,0.6321729290559289,0.6360518207931823,0.6466064203995823,0.6430607764213341,0.6266349695886414,0.6227543988196771,0.6029095709083485,0.5866353707813644,0.575847380419802,0.5682055002581871,0.5608868778997618,0.5491529039221285,0.5284673068361367,0.5383230275358543,0.5710499370949638,0.623255485914329,0.7136166138448881,0.8092169902012041,0.9584622359495155
