,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9552889883246034,0.9575850095142067,0.9454851368400146,0.9320476339747956,0.913683388542006,0.8967367572332,0.893467820393817,0.8884515644454911,0.8912726431595303,0.899220741477884,0.9023505203106265,0.9078207857396967,0.9078100127082662,0.9097226744814517,0.9123383851386059,0.9109561953944829,0.9148752978255655,0.9160099089988044,0.9055784173459555,0.8766471573189614,0.8438937243132912,0.68387306183065,0.4600557249910728,0.5609935577172191,0.6694536048134566
eu,0.9533515983279762,0.9533413306158275,0.9408746042222501,0.9265897067295449,0.906347749227365,0.8945691646464622,0.8941421743375191,0.8893850401850018,0.8911632024943044,0.9000452167451161,0.9030387141097328,0.9080632836980576,0.911602529451166,0.914164497972544,0.9140552857881474,0.8994139907537971,0.9051737639809532,0.8969801397491449,0.8882978121091603,0.8780305667053219,0.8709522833504608,0.8659218857784732,0.87677179952291,0.8791299048422663,0.9274078191026028
ur,0.8153576570899478,0.8954095495374579,0.8975318788420712,0.8883529058199914,0.8656097964031706,0.843485126050227,0.8360161627217794,0.8280594838393378,0.832760990264306,0.8446115737798153,0.8491642150964269,0.8548558882897945,0.8503000505954748,0.85077885337354,0.8553394477230074,0.8537227153084475,0.8551811291256867,0.8542296180133456,0.8434030209409641,0.8070445629273133,0.769112266547113,0.6876930495168087,0.4965956684447457,0.4670740444790854,0.5740286020938629
es,0.9357600196173325,0.9516248831704935,0.9454995789455098,0.936740871815001,0.9271908094873349,0.9193146035389592,0.9215290458339408,0.9186590380572044,0.9210675329149757,0.926008246821414,0.9284171661171634,0.9316758719760256,0.9325595293483998,0.9347396971582314,0.9356242423916669,0.9354170081790362,0.9398690372176983,0.9426223445342369,0.9406964584143495,0.9311072688350709,0.9236542983697393,0.9285657593874823,0.9604147418134947,0.9738454241960598,0.9930159371994538
ta,0.9645076802776542,0.9566272379124126,0.9446210807265649,0.9264402637453557,0.8973053120393792,0.8741490810241331,0.8729536178719898,0.8643116361155899,0.8657878481378388,0.8740117570424389,0.8761386098713602,0.8811326382555631,0.8781437241833614,0.8788416996826224,0.8800823154064946,0.8691261711562579,0.8590950848528681,0.8259268244783392,0.7984962267489804,0.7512010296773228,0.672780677811797,0.2692226524048064,0.12778626932501305,0.11625335261437941,0.15802542966054497
fr,0.9416449873271631,0.952377706888314,0.9422080928093394,0.9343787279968552,0.9251586266078297,0.9161269570333926,0.9177549536375359,0.9141386057588602,0.9169949012805428,0.9226155306119879,0.9255780265907905,0.9287032992256661,0.9290409443992436,0.9310716186331565,0.9318908772323812,0.9327797729825342,0.9373607208996326,0.940657189908411,0.9358221872658067,0.9290161313448289,0.9276946561001193,0.9356138308662514,0.9645509757289036,0.977875559450225,0.9952067725161966
vi,0.9683962037051059,0.9639607181068596,0.9501379770515943,0.9386129830921536,0.9190575914249266,0.906795981274951,0.9098864216615127,0.9059404130955664,0.9083828111387627,0.9151717703531815,0.9189746019097274,0.9251057442021503,0.9286001787517933,0.9314271048620809,0.9319629511411284,0.929517726192041,0.932926517744461,0.935709889398162,0.9280032319890027,0.9046545466925,0.8840039344391168,0.8595062288867327,0.8722884262058322,0.8856521678522807,0.9415618978175778
ar,0.7012238588499143,0.8423980752995267,0.8572517594418236,0.8512384038913854,0.8284848880650206,0.8111126526769513,0.8130252563966512,0.8140381378120773,0.8243002227552017,0.8392188115397643,0.8480802821907806,0.8560618134713094,0.8503372571416976,0.8523196900347059,0.8560131217608002,0.8620451319220066,0.8729597902899762,0.8776442329488847,0.8712845366535209,0.8563230739982362,0.8256106072818433,0.6741084607993478,0.4490125776330597,0.5215617264345452,0.6783455489122933
pt,0.9614852805858191,0.9606714852491754,0.9431976102033515,0.9297233396405192,0.9160799228713129,0.9041969848054238,0.9057218683462914,0.9048587417660949,0.9088260659680463,0.9152645671251619,0.9191006284877263,0.922157267581097,0.9247132779312096,0.9279688947844722,0.9289357506806865,0.9276248624172136,0.9317793381229639,0.9349848852597142,0.9335919747244004,0.924926833185028,0.9186454642665756,0.9229348531268342,0.9544760114178849,0.9683127650401698,0.9902747937677018
code,0.06279631926776248,0.24402355316929894,0.29875070189841163,0.33943731763758467,0.379651904619468,0.3878699661588626,0.3834889172233187,0.3923942230500037,0.39113075554212934,0.37918043812441155,0.3843978015997562,0.37580794377739773,0.3721457221686059,0.3712514098441238,0.3809076875762631,0.3933033386775523,0.41169947760539677,0.42160769975146456,0.4359172205356418,0.45061232217399005,0.47749182887265834,0.5423319313457491,0.8412014751576419,0.9247975697068707,0.9901534031519933
