,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.9554945293176071,0.9602200790749507,0.9337956389404647,0.9077125750244913,0.8893077099213207,0.9216000653816014,0.9209988094410068,0.9193800084308038,0.9205973565927136,0.9229132418924402,0.9243045772318204,0.9262203613493523,0.9261248820042841,0.9263902336909355,0.9269183892736212,0.9262815537309572,0.9261956465861777,0.9262605529599005,0.9236665474063599,0.919253015648023,0.9121128611435736,0.8873473946518559,0.7756462293188694,0.2899062401169662,0.062265987502547006
eu,0.9564011977985936,0.958920608480423,0.9340801908073376,0.8988175211137607,0.8542065995253546,0.8273933756830676,0.8225124943886577,0.8145466605449397,0.8162305765595262,0.8190312564749507,0.8203429598708315,0.8222887854117806,0.822412743292778,0.8226204797039945,0.8227615606105946,0.8205456569140674,0.8201175984485058,0.8197683143480027,0.8171259561868188,0.8146960883701863,0.8100639022378888,0.8038227922412532,0.7747225046325718,0.721201864847546,0.7698991294492485
ur,0.8320230893559436,0.8978304465871322,0.8738825946401856,0.8511569842323776,0.8354404700067135,0.8637332950796405,0.8616279113679554,0.8575962403703807,0.8593780221843683,0.8624425841683458,0.8641332083082776,0.8663512238711882,0.8655775484313518,0.8658948094031799,0.866970720511287,0.8659766442056143,0.8646752063275006,0.8638084300481964,0.8599699512495451,0.8537660119967034,0.8412095724577394,0.8047292275568968,0.6632034154756441,-0.031503839636259114,-0.14366642070830749
es,0.9402081951608754,0.9552306996230733,0.9375756574147527,0.9157561999488475,0.8980458878748838,0.8802662281897707,0.8779366341053552,0.8724600246374116,0.8737349948024064,0.8755751505833356,0.8762845536311791,0.8776899238160593,0.8775472863870384,0.8778409548966806,0.8778201680231729,0.8774087186399243,0.8784806202836467,0.8793804470132675,0.8784223623291413,0.8766542439418874,0.8746109266049035,0.8698177796626686,0.8638917781671624,0.9236509045834644,0.9909055437637502
ta,0.9667356931725357,0.9621394181791129,0.9393133702033687,0.9067996099254997,0.8588935302689109,0.8314764225382808,0.8253093597806576,0.8175835225460811,0.8172680503167509,0.8203012437072381,0.8215716157089547,0.8236937824765713,0.8213037213714222,0.8210568201604086,0.8218184164035622,0.818485858265982,0.8123742241311449,0.8020438962197535,0.7916344032399333,0.783208578437083,0.7673983483471507,0.6746174484170487,0.5474605862368307,0.12401821579558348,0.001060148684983678
fr,0.9457136567070231,0.9562012070612305,0.9328395742117764,0.9054643598434421,0.8709234193318574,0.8289042534103934,0.8227721090159977,0.8134501331178575,0.8147480236613184,0.816427719081558,0.8168394213310699,0.8180663282816769,0.8171335424220719,0.8165494281597317,0.8161505803424618,0.8156927602978962,0.81697937821399,0.8183200304698779,0.8167897025420942,0.8160309593718885,0.8153535692742505,0.8115928073757224,0.8064096668170597,0.9330384841021218,0.9928996421063703
vi,0.9707343658464463,0.9683614165372624,0.9417751193531338,0.915163142933996,0.9017544703930045,0.9103263899222528,0.9113352121965023,0.909261966551019,0.9109044991954399,0.9131807567297365,0.9146007851309063,0.9164584636194524,0.9173973572887558,0.9179571741555342,0.9182912862395045,0.9178610095880114,0.9189440016438415,0.9199599366613851,0.9179597035353869,0.9131898326132283,0.9027487262539584,0.8883168878728066,0.8764580563840729,0.8132113090241251,0.9280920376463067
ar,0.7221381757166866,0.8411003975569258,0.8225066961655955,0.808541961675612,0.8000249725197368,0.7899904917888468,0.78712665276205,0.7810108563272458,0.7846019619468061,0.7886778142168254,0.791028228834853,0.7930480186444379,0.7923474824242598,0.7924574271079393,0.7934500136017533,0.7944359413869444,0.7970737578588654,0.7996956419368206,0.7978815012652891,0.7971161634156094,0.7940110361011643,0.7819731686373423,0.6943539347158011,0.18366774345227008,0.027245285609964708
pt,0.9642385449407618,0.9641481069285752,0.9367544170177117,0.9069816485106447,0.8852613674865588,0.8803823937513777,0.8797246921704589,0.8770291394143099,0.8797791076424296,0.8820091581624538,0.8833905854952033,0.8846159618977312,0.8850604520864731,0.885582419584117,0.885605182755109,0.8853393338958659,0.8868763813369175,0.8882843723177238,0.8876480683835839,0.885765999164197,0.8834883238882952,0.8806482126821396,0.8753405623630914,0.9228357729294003,0.98930086257406
code,0.04112449480593782,0.27819481769045895,0.3572666620886138,0.37361150787553643,0.41029522171008903,0.4196294567951826,0.4364195056576271,0.445894888373503,0.4416638914018761,0.432082817337401,0.4317351965340037,0.4252508391525693,0.41933755963481484,0.4203495423360322,0.4305456755309378,0.44708971539144415,0.4608393300588296,0.4758241739984449,0.4808017676197319,0.47864484956209186,0.48425354536557325,0.5011967665087974,0.6823225000610645,0.8081530236664631,0.9840692125087237
