,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
hi,0.928907934377225,0.9228562746496365,0.9077441334085063,0.9009207176864554,0.8943710903869965,0.8776535216350679,0.8516112308354323,0.7953241395184075,0.7804391155908662,0.7689260868503707,0.768533560863527,0.7727466228214317,0.7742143223775341,0.7766873775628252,0.7752950459439069,0.7687703808625854,0.7611994603534233,0.7587429501657915,0.7573979477594942,0.744326319225764,0.7239293488223276,0.6969973398398918,0.6825623481378988,0.6609284338387945,0.6575195598372725
eu,0.9365278438778187,0.9283218032432635,0.9142360046845632,0.9150875717212096,0.9154511101916482,0.8975441241039449,0.8725854825858751,0.8151287884833558,0.8015777445383836,0.789871623006115,0.7881324180955949,0.7908427540644617,0.789215971177586,0.7881494918111426,0.7862530952022856,0.7799004583458204,0.7738759317985562,0.7697482370156784,0.7692304745717333,0.7549776882545071,0.7378951237115682,0.7166569026745899,0.7088000913544266,0.6942788147481807,0.7034509055570256
ur,0.7120069335931479,0.718415008282513,0.7023884505943717,0.7071996673377741,0.7203647607048747,0.7135873891090904,0.6958334933315314,0.6326524618747463,0.6124325205600348,0.5931146536066607,0.5933034801720254,0.5967169629151922,0.5997273051159615,0.6036514860715135,0.6040049187840055,0.5952861459991788,0.5882775883267717,0.5879791448342102,0.5925413532300843,0.5746167564644942,0.5510447777550558,0.520042996594514,0.4978549660327979,0.47345758945058725,0.46682603287519636
es,0.9102849450016641,0.9072009589027196,0.9007203042856903,0.9038114783426341,0.9082808768435876,0.9007074498026308,0.8874912320495184,0.8511651382138322,0.8392263032823294,0.8269085151665734,0.8259484039779188,0.8270009586727304,0.8264558662241556,0.8257363372290855,0.8242542588738302,0.8215115987565839,0.8187821441180729,0.8162037368846065,0.8144669590990292,0.803996175422523,0.790567968192319,0.7660435912945934,0.7540897561317245,0.7343727623523106,0.7278951952642871
ta,0.94525488049526,0.9338615542426514,0.9140604812228321,0.9033631574435033,0.8913506653395101,0.8741061693184198,0.8431389488762601,0.7802556095113561,0.7596280128498848,0.7472778507397514,0.7407930818526101,0.735640386890765,0.7329889249304394,0.7297727425680897,0.7265281550422192,0.7182841426711063,0.7130098356076388,0.7077182793182596,0.7055822013057826,0.6905800057817553,0.6649196115364474,0.6344693226056879,0.6075371675053491,0.5813878441139376,0.5777684053487327
fr,0.9173300690248135,0.9133037393262632,0.9045202060592703,0.9068440094774024,0.910370195803091,0.9017512951154134,0.8890955342341016,0.8538868546901629,0.8433839857604603,0.8331059097199673,0.830660548765313,0.8302650328354674,0.8286643741879418,0.8266704777478358,0.824407403114291,0.8196502342129274,0.8164070472426702,0.8115166872878865,0.8077217765644922,0.795578835421618,0.7817221630348141,0.7538526964882589,0.7451844250684669,0.728377028767534,0.7277562431704262
vi,0.9571527927549699,0.9481277128687812,0.9340265652161465,0.927712344382818,0.9238708938640009,0.9125453613591447,0.8957923641170383,0.8526153526749477,0.839177285904511,0.8253785981532972,0.8235315246134575,0.8206481658855298,0.8164357981292201,0.8124218593184811,0.8063577124625142,0.7962593401741145,0.7871396492112835,0.7737933442536475,0.7677245780117585,0.7509997294474604,0.733600924478883,0.7056122996935711,0.6913268121591376,0.668131074031998,0.6650025150004333
ar,0.5068451794632871,0.5105310478512034,0.5064898110620191,0.5366688245132716,0.5890940377600146,0.6086623819384667,0.6130297066119859,0.5842982361141187,0.5842496532489126,0.5683729024031839,0.5717178347158817,0.5750736379636153,0.5765500222988404,0.5753760889000203,0.5804976283795565,0.575515126045291,0.576056554173082,0.579079296159381,0.583501139511297,0.5676354749770441,0.5485098550964987,0.5164770440636716,0.5015190104859387,0.4711716284354145,0.45764738790728027
pt,0.9456819716759898,0.9410695186732184,0.9316900093887907,0.9320920885106315,0.9313468811986659,0.9226834350374058,0.9082217742336149,0.8739704672203835,0.865295175777241,0.8555572874614852,0.8538139903182995,0.8539624285566414,0.8517796391703372,0.850007272597921,0.8475283031485319,0.841970476361518,0.8381452362697953,0.8348072755506033,0.8325291824392078,0.8213312154492555,0.809112750984447,0.7903733851984062,0.7791826080577198,0.7631964892355594,0.7607999162400215
code,0.0360251756246346,0.003443888970662374,0.002429696378573735,-0.010409361612034682,-0.00066194294475485,0.012458296241658416,0.01563487556232747,-0.004984604653949134,-0.01862907450314964,-0.030236948882729573,-0.02406932727649894,-0.014660718833702254,-0.006142156754237084,0.0022374370165571806,0.011951274779300651,0.01972140490852286,0.018295064027536223,0.031290433954428015,0.029997520064860273,0.030747399638240976,0.03159079672227554,0.04343726279529794,0.041473528396628385,0.0657566873632044,0.13506660814889643
